STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TAVG,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-18,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-19,,0.41,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-20,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-21,,0.43,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-22,,0.38,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-23,,0.26,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-24,,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-25,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-26,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-27,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-28,,0.41,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-29,,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-30,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-03-31,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-01,,0.52,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-02,,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-03,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-04,,0.11,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-05,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-06,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-07,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-08,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-09,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-10,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-11,,0.61,2.2,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-12,,0.91,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-13,,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-14,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-15,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-16,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-17,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-18,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-19,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-20,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-21,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-22,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-23,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-24,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-25,,1.47,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-26,,0.42,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-27,,0.83,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-28,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-29,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-04-30,,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-01,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-02,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-03,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-04,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-05,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-06,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-07,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-08,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-09,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-10,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-11,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-12,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-13,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-14,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-15,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-16,,0.63,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-17,,0.09,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-18,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-19,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-20,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-21,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-22,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-23,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-24,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-25,,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-26,,0.09,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-27,,0.56,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-28,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-29,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-30,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-05-31,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-01,,0.05,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-02,,0.14,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-03,,0.01,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-04,,0.12,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-05,,0.60,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-06,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-07,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-08,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-09,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-10,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-11,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-12,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-13,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-14,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-15,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-16,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-17,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-18,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-19,,0.36,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-20,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-21,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-22,,0.15,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-23,,0.16,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-24,,0.38,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-25,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-26,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-27,,1.13,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-28,,0.10,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-29,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-06-30,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-01,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-02,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-03,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-04,,0.63,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-05,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-06,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-07,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-08,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-09,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-10,,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-11,,0.04,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-12,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-13,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-14,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-15,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-16,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-17,,0.06,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-18,,0.39,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-19,,1.38,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-20,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-21,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-22,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-23,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-24,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-25,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-26,,0.85,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-27,,0.18,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-28,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-29,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-30,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-07-31,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-01,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-02,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-03,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-04,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-05,,0.68,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-06,,0.08,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-07,,0.12,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-08,,0.18,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-09,,0.18,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-10,,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-11,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-12,,0.38,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-13,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-14,,0.55,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-15,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-16,,0.21,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-17,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-18,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-19,,0.83,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-20,,0.97,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-21,,0.30,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-22,,0.03,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-23,,0.88,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-24,,2.18,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-25,,0.20,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-26,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-27,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-28,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-29,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-30,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-08-31,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-09-01,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-09-02,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-09-03,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-09-04,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-09-05,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-09-06,,0.14,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-09-07,,0.22,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-09-08,,0.07,0.0,,,,,,,,,,,,,,,,,,,,,,
US1ILDP0018,"DOWNERS GROVE 2.1 SE, IL US",2007-09-09,,0.00,0.0,,,,,,,,,,,,,,,,,,,,,,
